2016,05,25,12,14,7046,25,3
2016,05,25,12,15,7046,26,2
2016,05,25,12,36,7046,26,2
2016,05,25,12,46,7046,25,3
2016,05,25,12,56,7046,25,3
2016,05,25,13,06,7046,27,1
2016,05,25,13,16,7046,26,2
2016,05,25,13,26,7046,25,3
2016,05,25,13,36,7046,26,2
2016,05,25,13,42,7046,27,1
2016,05,25,13,44,7046,27,1
2016,05,25,13,54,7046,27,1
2016,05,25,14,04,7046,23,5
2016,05,25,14,14,7046,23,5
2016,05,25,14,24,7046,23,5
2016,05,25,14,34,7046,22,6
2016,05,25,14,44,7046,22,6
2016,05,25,14,54,7046,22,6
2016,05,25,15,04,7046,22,6
2016,05,25,15,14,7046,22,6
2016,05,25,15,24,7046,22,6
2016,05,25,15,34,7046,22,6
2016,05,25,15,44,7046,21,7
2016,05,25,15,54,7046,19,9
2016,05,25,16,04,7046,19,9
2016,05,25,16,14,7046,18,10
2016,05,25,16,24,7046,17,11
2016,05,25,16,34,7046,17,11
2016,05,25,16,44,7046,17,11
2016,05,25,16,54,7046,19,9
2016,05,25,17,04,7046,18,10
2016,05,25,17,14,7046,18,10
2016,05,25,17,34,7046,14,14
2016,05,25,17,44,7046,9,19
2016,05,25,17,54,7046,7,21
2016,05,25,18,04,7046,3,25
2016,05,25,18,14,7046,1,27
2016,05,25,18,24,7046,0,28
2016,05,25,18,34,7046,1,27
2016,05,25,18,44,7046,0,28
2016,05,25,18,54,7046,0,28
2016,05,25,19,04,7046,0,28
2016,05,25,19,14,7046,0,28
2016,05,25,19,24,7046,2,26
2016,05,25,19,34,7046,1,27
2016,05,25,19,44,7046,1,27
2016,05,25,19,54,7046,1,27
2016,05,25,20,04,7046,1,27
2016,05,25,20,14,7046,1,27
2016,05,25,20,24,7046,1,27
2016,05,25,20,34,7046,0,28
2016,05,25,20,44,7046,0,28
2016,05,25,20,54,7046,0,28
2016,05,25,21,04,7046,0,28
2016,05,25,21,14,7046,2,26
2016,05,25,21,24,7046,0,28
2016,05,25,21,34,7046,0,28
2016,05,25,21,44,7046,1,27
2016,05,25,21,54,7046,1,27
2016,05,25,22,04,7046,1,27
2016,05,25,22,14,7046,0,28
2016,05,25,22,24,7046,0,28
2016,05,25,22,34,7046,0,28
2016,05,25,22,44,7046,0,28
2016,05,25,22,54,7046,0,28
2016,05,25,23,05,7046,0,28
2016,05,25,23,15,7046,1,27
2016,05,25,23,25,7046,1,27
2016,05,25,23,35,7046,1,27
2016,05,25,23,45,7046,2,26
2016,05,25,23,55,7046,4,24
2016,05,26,00,05,7046,3,25
2016,05,26,00,15,7046,3,25
2016,05,26,00,25,7046,4,24
2016,05,26,00,35,7046,4,24
2016,05,26,00,45,7046,4,24
2016,05,26,00,55,7046,5,23
2016,05,26,01,05,7046,5,23
2016,05,26,01,15,7046,5,23
2016,05,26,01,25,7046,5,23
2016,05,26,01,35,7046,5,23
2016,05,26,01,45,7046,2,26
2016,05,26,01,55,7046,3,25
2016,05,26,02,05,7046,3,25
2016,05,26,02,25,7046,3,25
2016,05,26,02,35,7046,3,25
2016,05,26,02,45,7046,3,25
2016,05,26,02,55,7046,3,25
2016,05,26,03,05,7046,3,25
2016,05,26,03,15,7046,3,25
2016,05,26,03,25,7046,3,25
2016,05,26,03,35,7046,2,26
2016,05,26,03,45,7046,2,26
2016,05,26,03,55,7046,2,26
2016,05,26,04,05,7046,2,26
2016,05,26,04,15,7046,2,26
2016,05,26,04,25,7046,2,26
2016,05,26,04,35,7046,2,26
2016,05,26,04,45,7046,2,26
2016,05,26,04,55,7046,2,26
2016,05,26,05,05,7046,2,26
2016,05,26,05,15,7046,2,26
2016,05,26,05,25,7046,2,26
2016,05,26,05,35,7046,2,26
2016,05,26,05,45,7046,2,26
2016,05,26,05,55,7046,2,26
2016,05,26,06,05,7046,2,26
2016,05,26,06,15,7046,2,26
2016,05,26,06,25,7046,2,26
2016,05,26,06,35,7046,2,26
2016,05,26,06,45,7046,2,26
2016,05,26,06,55,7046,2,26
2016,05,26,07,05,7046,3,25
2016,05,26,07,15,7046,3,25
2016,05,26,07,25,7046,3,25
2016,05,26,07,35,7046,2,26
2016,05,26,07,45,7046,2,26
2016,05,26,07,55,7046,2,26
2016,05,26,08,05,7046,2,26
2016,05,26,08,15,7046,1,27
2016,05,26,08,25,7046,3,25
2016,05,26,08,35,7046,2,26
2016,05,26,08,45,7046,3,25
2016,05,26,08,55,7046,2,26
2016,05,26,09,05,7046,9,19
2016,05,26,09,15,7046,9,19
2016,05,26,09,25,7046,8,20
2016,05,26,09,35,7046,9,19
2016,05,26,09,45,7046,10,18
2016,05,26,09,55,7046,14,14
2016,05,26,10,05,7046,18,10
2016,05,26,10,15,7046,19,9
2016,05,26,10,25,7046,19,9
2016,05,26,10,35,7046,20,8
2016,05,26,10,45,7046,21,7
2016,05,26,10,55,7046,21,7
2016,05,26,11,05,7046,20,8
2016,05,26,11,15,7046,20,8
2016,05,26,11,25,7046,19,9
2016,05,26,11,35,7046,19,9
2016,05,26,11,45,7046,20,8
2016,05,26,11,55,7046,20,8
2016,05,26,12,05,7046,19,9
2016,05,26,12,15,7046,19,9
2016,05,26,12,25,7046,20,8
2016,05,26,12,35,7046,23,5
2016,05,26,12,45,7046,23,5
2016,05,26,12,55,7046,22,6
2016,05,26,13,05,7046,23,5
2016,05,26,13,15,7046,22,6
2016,05,26,13,25,7046,22,6
2016,05,26,13,35,7046,18,10
2016,05,26,13,45,7046,16,12
2016,05,26,13,55,7046,16,12
2016,05,26,14,05,7046,18,10
2016,05,26,14,15,7046,16,12
2016,05,26,14,25,7046,16,12
2016,05,26,14,35,7046,14,13
2016,05,26,14,45,7046,15,12
2016,05,26,14,55,7046,15,13
2016,05,26,15,05,7046,14,14
2016,05,26,15,15,7046,14,14
2016,05,26,15,25,7046,14,14
2016,05,26,15,35,7046,15,13
2016,05,26,15,45,7046,15,13
2016,05,26,15,55,7046,17,11
2016,05,26,16,05,7046,16,12
2016,05,26,16,15,7046,14,14
2016,05,26,16,25,7046,12,16
2016,05,26,16,35,7046,6,22
2016,05,26,16,45,7046,3,25
2016,05,26,16,55,7046,5,23
2016,05,26,17,05,7046,6,22
2016,05,26,17,15,7046,4,24
2016,05,26,17,25,7046,0,28
2016,05,26,17,35,7046,0,28
2016,05,26,17,45,7046,0,28
2016,05,26,17,55,7046,2,26
2016,05,26,18,05,7046,1,27
2016,05,26,18,15,7046,0,28
2016,05,26,18,25,7046,1,27
2016,05,26,18,35,7046,1,27
2016,05,26,18,45,7046,0,28
2016,05,26,18,55,7046,0,28
2016,05,26,19,05,7046,0,28
2016,05,26,19,15,7046,1,27
2016,05,26,19,25,7046,1,27
2016,05,26,19,35,7046,0,28
2016,05,26,19,45,7046,0,28
2016,05,26,19,55,7046,0,28
2016,05,26,20,05,7046,0,28
2016,05,26,20,15,7046,0,28
2016,05,26,20,25,7046,0,28
2016,05,26,20,35,7046,0,28
2016,05,26,20,45,7046,1,27
2016,05,26,20,55,7046,3,25
2016,05,26,21,05,7046,4,24
2016,05,26,21,15,7046,3,25
2016,05,26,21,25,7046,4,24
2016,05,26,21,35,7046,4,24
2016,05,26,21,45,7046,4,24
2016,05,26,21,55,7046,4,24
2016,05,26,22,05,7046,6,22
2016,05,26,22,15,7046,6,22
2016,05,26,22,25,7046,6,22
2016,05,26,22,35,7046,7,20
2016,05,26,22,45,7046,9,19
2016,05,26,22,55,7046,10,18
2016,05,26,23,05,7046,10,18
2016,05,26,23,15,7046,11,17
2016,05,26,23,25,7046,11,17
2016,05,26,23,35,7046,12,16
2016,05,26,23,45,7046,12,16
2016,05,26,23,55,7046,13,15
2016,05,27,00,06,7046,13,15
2016,05,27,00,16,7046,15,13
2016,05,27,00,26,7046,16,12
2016,05,27,00,36,7046,16,12
2016,05,27,00,46,7046,16,12
2016,05,27,00,56,7046,19,9
2016,05,27,01,06,7046,18,10
